accountID,town,country,age,job,married,education,defaulted?,current_balance,housing,has_loan,last_contact,cc_tr,last_contact_day,last_contact_month,campaign,days_since_last_contact,previous,poutcome,made_deposit
46966678,Halifax,UK,59,management,married,tertiary,yes,782,no,yes,cellular,1,13,aug,2,-1,0,unknown,no
87079302,Kingston upon Hull,UK,32,admin.,married,secondary,no,35,no,no,cellular,5,17,dec,3,126,3,success,yes
39723164,Plymouth,UK,26,admin.,married,secondary,no,714,yes,no,unknown,4,28,may,1,-1,0,unknown,no
98447910,Stevenage,UK,25,student,single,secondary,no,3713,no,no,cellular,2,24,may,2,353,3,other,yes
88972399,Basingstoke,UK,30,admin.,single,secondary,no,457,no,no,cellular,5,27,apr,2,-1,0,unknown,no
83910660,Preston,UK,35,blue-collar,single,secondary,no,855,yes,no,cellular,3,12,may,1,300,1,success,yes
69479254,Huddersfield,UK,46,blue-collar,married,primary,no,-29,yes,no,unknown,4,12,may,1,-1,0,unknown,no
78201326,Salford,UK,43,technician,married,tertiary,no,4333,yes,no,cellular,5,20,nov,3,-1,0,unknown,yes
70300954,Bristol,UK,32,blue-collar,single,secondary,no,604,no,no,cellular,2,30,jan,2,196,2,other,no
47189698,Colchester,UK,36,management,divorced,secondary,no,1655,yes,no,cellular,5,18,nov,2,-1,0,unknown,no
36046907,Solihull,UK,36,blue-collar,single,secondary,no,3623,no,no,unknown,3,12,nov,1,378,1,success,yes
63242011,Gillingham,UK,32,services,married,secondary,no,38,yes,no,cellular,4,15,may,1,-1,0,unknown,yes
36955156,Sutton Coldfield,UK,30,blue-collar,single,primary,no,185,no,no,unknown,3,26,jun,1,-1,0,unknown,no
52505569,Nottingham,UK,44,blue-collar,married,primary,no,4031,yes,no,cellular,4,7,may,4,-1,0,unknown,yes
54457462,Hemel Hempstead,UK,49,blue-collar,single,primary,no,566,yes,no,cellular,3,25,jul,2,-1,0,unknown,yes
27259762,Sale,UK,53,entrepreneur,single,unknown,no,717,no,no,cellular,1,30,jul,2,-1,0,unknown,no
43766556,Luton,UK,29,services,single,secondary,no,146,yes,no,unknown,3,19,may,2,-1,0,unknown,no
79541685,Coventry,UK,71,retired,divorced,secondary,no,5584,no,no,cellular,1,21,aug,3,-1,0,unknown,yes
92281969,Hartlepool,UK,23,services,married,secondary,no,1309,yes,no,unknown,4,3,jun,2,-1,0,unknown,no
98007760,Doncaster,UK,60,management,married,tertiary,no,553,yes,no,cellular,3,2,feb,1,210,3,success,no
72005986,Liverpool,UK,31,services,single,secondary,no,8,no,no,cellular,5,7,jul,3,-1,0,unknown,no
43119600,Glasgow,UK,31,admin.,single,secondary,no,396,yes,no,unknown,2,19,may,1,-1,0,unknown,no
69668811,London,UK,25,admin.,single,secondary,no,2816,no,no,cellular,5,30,apr,1,-1,0,unknown,yes
72458540,Bristol,UK,43,blue-collar,married,primary,no,-192,yes,no,unknown,2,8,may,2,-1,0,unknown,yes
69201165,Southend-on-Sea,UK,40,unemployed,married,secondary,no,1289,no,no,cellular,3,26,may,2,-1,0,unknown,no
56626955,Darlington,UK,50,technician,married,tertiary,no,3117,no,no,cellular,1,20,nov,2,164,1,failure,no
10382585,Portsmouth,UK,32,technician,single,tertiary,no,388,no,no,cellular,5,29,apr,3,-1,0,unknown,yes
31826042,Basingstoke,UK,32,management,single,tertiary,no,10281,no,no,cellular,1,22,apr,1,-1,0,unknown,yes
13356404,Coventry,UK,57,admin.,married,primary,no,1694,yes,no,telephone,3,17,nov,1,-1,0,unknown,no
30337541,Bristol,UK,47,management,married,primary,yes,145,no,yes,unknown,3,1,jul,1,-1,0,unknown,no
99265235,Huddersfield,UK,35,blue-collar,married,secondary,no,120,yes,no,unknown,2,28,may,2,-1,0,unknown,no
49207258,Salford,UK,36,technician,married,secondary,no,1345,yes,no,unknown,4,30,may,3,-1,0,unknown,no
24125708,Salford,UK,38,management,single,tertiary,no,427,yes,no,cellular,5,6,may,3,169,2,failure,no
37075425,Wigan,UK,61,management,married,tertiary,no,997,no,no,cellular,5,22,jun,1,104,1,success,yes
14152636,London,UK,42,blue-collar,single,primary,no,4930,no,no,unknown,5,18,jun,1,-1,0,unknown,yes
11433694,Colchester,UK,35,blue-collar,married,primary,no,0,yes,no,cellular,1,8,may,1,290,2,failure,no
66537937,Bath,UK,28,admin.,single,secondary,no,0,yes,yes,cellular,5,18,may,5,-1,0,unknown,yes
92872376,Weston-super-Mare,UK,33,admin.,married,secondary,no,0,yes,yes,cellular,3,9,jul,1,-1,0,unknown,no
40199000,Stevenage,UK,51,blue-collar,married,primary,no,0,no,no,cellular,1,20,nov,1,-1,0,unknown,no
36349640,Plymouth,UK,48,admin.,married,secondary,no,-30,yes,no,cellular,2,7,may,1,-1,0,unknown,no
78826397,Bristol,UK,28,technician,married,secondary,no,655,yes,no,unknown,2,9,may,2,-1,0,unknown,no
41028914,Bedford,UK,38,services,married,secondary,no,4017,no,no,cellular,5,4,aug,1,96,3,success,yes
67379272,Cheltenham,UK,32,unemployed,married,secondary,no,262,no,no,cellular,5,29,jan,1,-1,0,unknown,no
69549310,Birmingham,UK,34,management,single,tertiary,no,1190,no,no,cellular,4,3,feb,7,-1,0,unknown,no
64923627,Hastings,UK,28,management,single,tertiary,no,3238,yes,no,unknown,1,19,may,1,-1,0,unknown,no
46736202,London,UK,20,student,single,secondary,no,215,no,no,cellular,4,21,aug,4,183,1,other,yes
37806481,Nottingham,UK,66,retired,married,primary,no,206,no,no,cellular,3,9,feb,1,-1,0,unknown,yes
83779725,Birmingham,UK,35,services,married,secondary,no,0,yes,no,cellular,3,24,jul,1,-1,0,unknown,no
13535762,Maidstone,UK,29,blue-collar,married,secondary,no,1,yes,no,unknown,1,6,may,1,-1,0,unknown,no
85596418,Salford,UK,38,management,married,tertiary,no,980,no,no,unknown,2,3,jun,5,-1,0,unknown,no
65506761,St Helens,UK,39,housemaid,married,secondary,no,1444,no,no,telephone,5,25,jul,8,-1,0,unknown,yes
88193613,Slough,UK,31,technician,single,tertiary,no,13711,yes,no,cellular,4,20,nov,3,-1,0,unknown,yes
85270894,Hartlepool,UK,23,technician,single,secondary,no,4545,no,no,cellular,2,3,jun,1,-1,0,unknown,no
46167627,Glasgow,UK,59,admin.,single,secondary,no,-423,yes,yes,cellular,3,20,apr,1,-1,0,unknown,no
72236405,Watford,UK,35,blue-collar,married,secondary,no,911,yes,no,cellular,4,20,nov,2,181,5,other,no
65493204,Basingstoke,UK,28,management,single,tertiary,no,1287,yes,no,cellular,2,26,feb,1,-1,0,unknown,yes
85926919,County Down,UK,50,admin.,married,secondary,no,2678,no,no,telephone,4,30,jul,6,-1,0,unknown,yes
11769247,Sale,UK,27,blue-collar,single,secondary,no,87,no,no,telephone,4,10,jul,1,-1,0,unknown,no
89196299,Raleigh,UK,55,unemployed,single,primary,no,274,no,no,cellular,3,9,feb,5,-1,0,unknown,no
56603953,Huddersfield,UK,38,entrepreneur,married,tertiary,no,678,no,yes,cellular,1,18,nov,2,152,1,failure,no
85519808,Glasgow,UK,35,management,single,tertiary,no,68,no,no,unknown,1,6,jun,1,-1,0,unknown,yes
15732091,London,UK,51,retired,single,tertiary,no,730,yes,no,unknown,5,18,nov,2,-1,0,unknown,no
29106387,Southend-on-Sea,UK,52,technician,married,tertiary,no,2557,no,no,cellular,4,28,jan,5,204,2,success,yes
25294484,Blackpool,UK,44,blue-collar,single,primary,no,0,yes,no,cellular,5,24,jul,1,-1,0,unknown,no
31590268,Watford,UK,78,retired,divorced,primary,no,527,no,no,cellular,1,16,sep,1,-1,0,unknown,yes
93188034,London,UK,38,entrepreneur,married,secondary,no,-272,no,yes,unknown,5,17,jun,2,-1,0,unknown,no
44479828,Glasgow,UK,61,self-employed,married,tertiary,no,10861,no,no,cellular,2,25,oct,1,91,5,success,yes
87951085,Luton,UK,49,management,divorced,tertiary,no,-2049,yes,no,unknown,3,30,may,3,-1,0,unknown,no
24954420,Telford,UK,51,entrepreneur,married,secondary,no,-799,no,yes,cellular,4,15,jul,3,-1,0,unknown,yes
67732358,London,UK,25,self-employed,married,tertiary,no,1182,yes,no,unknown,1,26,may,2,-1,0,unknown,no
29136978,Manchester,USA,26,technician,single,secondary,no,1231,yes,no,cellular,3,3,jun,2,96,5,success,yes
90361526,Glasgow,UK,55,retired,divorced,secondary,no,1580,no,yes,unknown,1,19,jun,1,-1,0,unknown,yes
14737231,Stockport,UK,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,5,20,nov,1,170,4,other,yes
75374497,Reading,UK,34,management,married,tertiary,no,297,yes,no,cellular,3,26,aug,4,-1,0,unknown,no
77024776,Sheffield,UK,29,services,single,secondary,no,271,yes,no,unknown,5,20,may,2,-1,0,unknown,yes
82835685,Glasgow,UK,58,retired,married,primary,no,0,no,no,cellular,3,4,aug,1,-1,0,unknown,no
34692486,Blackburn,UK,61,retired,married,secondary,no,2801,yes,yes,cellular,1,10,mar,1,-1,0,unknown,yes
57095572,Wolverhampton,UK,43,technician,married,secondary,no,3285,yes,no,unknown,4,13,may,2,-1,0,unknown,yes
20932815,Kingston upon Hull,UK,41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,4,14,may,3,-1,0,unknown,yes
51754699,Bath,UK,58,retired,married,secondary,no,1230,no,no,cellular,3,20,may,1,87,1,failure,yes
44601539,Watford,UK,40,management,single,tertiary,no,3840,yes,no,cellular,2,24,sep,2,409,2,success,yes
51764039,Cambridge,UK,36,services,single,secondary,no,9713,yes,no,unknown,1,27,may,3,-1,0,unknown,no
86366069,Huddersfield,UK,34,blue-collar,married,primary,no,6718,no,no,cellular,4,13,jan,4,97,1,other,no
36673380,Glasgow,UK,39,technician,married,tertiary,no,108,no,no,cellular,3,28,may,3,28,2,other,no
63076730,Huddersfield,UK,66,retired,married,primary,no,2883,no,no,cellular,2,23,apr,1,-1,0,unknown,yes
43326888,Glasgow,UK,51,housemaid,divorced,secondary,no,9228,no,no,cellular,4,18,jul,4,-1,0,unknown,yes
36933895,Sunderland,UK,38,management,single,tertiary,no,1704,no,no,cellular,1,1,sep,1,-1,0,unknown,no
24357288,Peterborough,UK,35,self-employed,married,secondary,no,347,no,no,unknown,4,20,jun,1,-1,0,unknown,no
37524782,Blackpool,UK,35,management,single,tertiary,no,80,no,no,cellular,1,4,sep,2,94,1,other,yes
65278552,London,UK,45,admin.,married,unknown,no,5511,no,no,cellular,1,2,jul,1,-1,0,unknown,yes
20288069,Southend-on-Sea,UK,42,services,divorced,secondary,no,444,no,no,cellular,2,21,nov,1,-1,0,unknown,no
58211995,Cambridge,UK,36,admin.,single,tertiary,no,980,no,no,cellular,2,30,jul,3,179,4,failure,no
19952685,Chesterfield,UK,46,admin.,married,secondary,no,974,no,no,cellular,2,5,jun,2,80,1,success,yes
22032485,Manchester,UK,48,blue-collar,married,primary,no,51,no,yes,telephone,2,9,jul,1,-1,0,unknown,no
67726728,Hemel Hempstead,UK,33,services,married,secondary,no,7,yes,no,unknown,5,20,may,1,-1,0,unknown,no
58157052,Sutton Coldfield,UK,73,retired,married,primary,no,1388,no,no,telephone,5,11,jan,2,83,1,success,yes
74149302,Birmingham,UK,50,management,married,secondary,no,0,yes,no,unknown,1,14,may,4,-1,0,unknown,no
18718276,Glasgow,UK,31,services,single,secondary,no,900,yes,no,cellular,1,9,apr,2,140,6,failure,no
19759768,Middlesbrough,UK,31,admin.,single,secondary,no,437,yes,yes,unknown,3,4,jun,14,-1,0,unknown,no
60526828,Nuneaton,UK,30,services,single,secondary,no,-143,yes,no,cellular,1,15,may,1,-1,0,unknown,no
56242921,Wakefield,UK,51,admin.,divorced,secondary,no,520,no,yes,cellular,2,10,jul,1,-1,0,unknown,no
30828236,Poole,UK,59,technician,married,secondary,no,7766,yes,no,cellular,1,25,feb,1,461,1,failure,yes
99458767,Worthing,UK,46,services,married,primary,no,4343,yes,no,unknown,4,20,sep,1,-1,0,unknown,yes
67800608,Glasgow,UK,35,technician,married,tertiary,no,1473,yes,no,unknown,5,12,may,3,-1,0,unknown,no
13284094,Nottingham,UK,26,management,single,tertiary,no,1438,no,no,cellular,3,27,apr,1,449,1,other,yes
67114272,Glasgow,UK,34,management,married,tertiary,no,1352,no,no,cellular,5,8,aug,2,-1,0,unknown,no
99938281,Derby,UK,31,blue-collar,married,secondary,no,604,yes,no,cellular,1,18,nov,2,-1,0,unknown,no
47009536,Northampton,UK,34,management,single,tertiary,no,612,no,no,cellular,3,30,apr,1,-1,0,unknown,no
72998275,Nuneaton,UK,54,retired,married,secondary,no,3538,no,no,cellular,2,27,may,1,-1,0,unknown,yes
55551571,Stoke-on-Trent,UK,31,management,single,tertiary,no,12857,yes,no,telephone,3,4,may,4,87,2,success,yes
42958443,Belfast,UK,53,unknown,married,primary,no,732,no,no,cellular,3,27,oct,2,-1,0,unknown,yes
71634169,St Albans,UK,68,retired,married,secondary,no,1146,no,no,cellular,5,16,nov,1,187,6,success,yes
76921004,Swansea,UK,53,technician,married,unknown,no,2242,no,no,cellular,1,10,jul,14,-1,0,unknown,no
65247697,London,UK,37,management,married,tertiary,no,0,no,no,cellular,3,16,jul,2,182,3,success,yes
80788948,Bristol,UK,31,technician,single,tertiary,no,703,yes,no,unknown,1,8,may,2,-1,0,unknown,yes
26271961,Sutton Coldfield,UK,41,unemployed,married,secondary,no,0,yes,yes,cellular,5,5,may,1,-1,0,unknown,yes
50930963,Warrington,UK,35,technician,single,tertiary,no,13460,yes,no,cellular,1,15,may,3,-1,0,unknown,yes
25799370,Sunderland,UK,31,self-employed,married,primary,no,1074,yes,no,unknown,2,23,may,2,-1,0,unknown,no
43016356,Stoke-on-Trent,UK,42,services,married,secondary,no,1376,yes,no,cellular,3,2,jun,2,92,4,success,yes
97856910,Lincoln,UK,34,management,married,tertiary,no,3301,yes,no,cellular,1,17,sep,5,92,6,success,yes
75872719,London,UK,35,housemaid,single,secondary,no,1015,yes,no,unknown,3,5,jun,2,-1,0,unknown,yes
49089356,Oldham,UK,47,management,married,tertiary,no,4693,no,yes,cellular,1,12,nov,1,97,3,success,yes
64345089,Slough,UK,42,management,married,tertiary,no,254,no,no,cellular,3,9,dec,7,183,4,success,yes
26925327,London,UK,29,management,single,tertiary,no,1566,yes,no,unknown,2,4,jun,1,-1,0,unknown,no
93506796,Blackburn,UK,44,management,single,tertiary,no,483,no,no,cellular,3,6,mar,2,199,6,success,yes
79769930,Liverpool,UK,53,blue-collar,married,secondary,no,6112,no,no,cellular,3,3,feb,1,-1,0,unknown,yes
48548866,Bedford,UK,57,management,married,tertiary,no,10583,no,no,cellular,4,22,jun,3,-1,0,unknown,yes
17428233,Lincoln,UK,31,management,married,tertiary,no,0,no,no,cellular,3,26,aug,2,-1,0,unknown,no
85952685,Plymouth,UK,51,blue-collar,married,secondary,no,33,no,yes,unknown,2,16,jun,3,-1,0,unknown,yes
82769970,Southport,UK,35,blue-collar,divorced,unknown,no,164,no,no,unknown,4,11,jun,2,-1,0,unknown,yes
17907179,Raleigh,UK,35,technician,married,secondary,no,15474,no,no,cellular,1,21,nov,1,92,2,other,no
35548789,Bristol,UK,53,admin.,single,secondary,no,291,no,no,unknown,2,23,jul,1,-1,0,unknown,no
23493859,Manchester,UK,33,management,married,tertiary,no,0,yes,no,cellular,5,9,mar,1,326,1,success,yes
71884103,Rotherham,UK,39,technician,married,tertiary,no,1293,no,no,cellular,4,3,jun,2,-1,0,unknown,yes
64653332,Stockport,UK,32,services,married,secondary,no,315,no,no,cellular,3,4,aug,1,-1,0,unknown,no
76647978,Salford,UK,38,management,married,tertiary,no,4174,no,no,cellular,2,23,oct,2,184,5,failure,yes
11126334,Darlington,UK,54,management,married,tertiary,no,1624,no,no,cellular,1,12,may,3,182,10,success,yes
29542770,Coventry,UK,56,management,married,tertiary,no,6798,yes,no,cellular,5,17,nov,1,-1,0,unknown,no
53128864,Bristol,UK,26,blue-collar,single,secondary,no,786,yes,yes,unknown,5,14,may,5,-1,0,unknown,no
31757266,Manchester,UK,31,technician,single,secondary,no,2088,no,no,cellular,3,9,feb,14,-1,0,unknown,no
41805536,London,UK,56,retired,married,tertiary,no,281,no,no,cellular,1,3,mar,2,-1,0,unknown,yes
69184066,Kingston upon Hull,UK,47,admin.,married,unknown,no,66,no,no,cellular,2,7,aug,1,-1,0,unknown,yes
87297057,Glasgow,UK,45,blue-collar,married,secondary,no,154,yes,no,unknown,1,7,may,1,-1,0,unknown,yes
99486507,St Albans,UK,23,housemaid,single,primary,no,93,yes,no,cellular,2,18,may,3,-1,0,unknown,no
17068531,Cheltenham,UK,34,technician,married,tertiary,no,127,no,no,cellular,5,3,jun,1,-1,0,unknown,yes
76705651,Newport,UK,24,management,single,tertiary,no,736,yes,no,cellular,5,15,apr,2,246,2,other,yes
73632291,Bournemouth,UK,39,blue-collar,married,unknown,no,621,yes,no,cellular,4,20,apr,5,-1,0,unknown,yes
62693052,Belfast,UK,38,services,married,secondary,no,8876,no,no,cellular,2,2,feb,1,75,1,failure,no
88948961,Manchester,UK,50,technician,divorced,secondary,no,396,no,no,unknown,1,20,jun,2,-1,0,unknown,yes
17230798,Middlesbrough,UK,65,unknown,married,unknown,no,4717,no,no,telephone,1,6,aug,1,-1,0,unknown,yes
11156369,Worcester,UK,31,blue-collar,married,secondary,no,435,yes,no,unknown,3,21,may,1,-1,0,unknown,no
67633379,Crawley,UK,57,management,married,tertiary,no,2681,no,no,cellular,5,11,mar,2,-1,0,unknown,yes
20065533,Salford,UK,37,blue-collar,married,primary,no,3154,yes,no,cellular,1,17,apr,1,305,3,failure,yes
22707260,Stoke-on-Trent,UK,57,admin.,married,secondary,no,808,no,no,cellular,1,14,jul,3,-1,0,unknown,no
99504585,Ipswich,UK,39,blue-collar,married,primary,no,398,yes,no,cellular,1,12,may,1,-1,0,unknown,no
73900713,London,UK,39,services,married,secondary,no,702,yes,no,cellular,3,8,apr,1,300,1,failure,no
22028774,Oldham,UK,57,blue-collar,married,primary,no,23,yes,no,telephone,5,31,jul,8,-1,0,unknown,no
59930761,Watford,UK,56,management,married,tertiary,no,705,no,no,cellular,2,19,nov,2,-1,0,unknown,no
68942325,Gloucester,UK,37,management,married,tertiary,no,5106,no,no,cellular,4,30,apr,1,-1,0,unknown,yes
60880151,Belfast,UK,60,retired,divorced,secondary,no,514,no,no,cellular,5,16,mar,1,124,9,other,yes
17504811,Leeds,UK,45,unemployed,single,secondary,no,382,yes,yes,cellular,1,18,may,1,-1,0,unknown,no
40973108,Brighton,UK,30,technician,single,secondary,no,3096,yes,no,cellular,1,11,aug,4,-1,0,unknown,no
95168073,St Albans,UK,58,housemaid,married,tertiary,no,497,no,no,unknown,4,11,jun,5,-1,0,unknown,no
73831522,Doncaster,UK,43,blue-collar,single,secondary,no,3,yes,no,unknown,2,9,may,3,-1,0,unknown,yes
43794218,Maidstone,UK,41,admin.,married,secondary,no,124,yes,no,cellular,2,12,may,3,-1,0,unknown,no
36603534,Edinburgh,UK,72,retired,divorced,primary,no,0,no,no,telephone,5,28,aug,1,-1,0,unknown,no
70435921,Chesterfield,UK,55,unemployed,married,secondary,no,1436,yes,no,cellular,3,4,feb,2,-1,0,unknown,no
21343100,St Helens,UK,57,blue-collar,married,primary,no,630,yes,no,unknown,2,29,may,1,-1,0,unknown,no
92624111,Glasgow,UK,48,blue-collar,married,primary,no,1080,yes,no,cellular,1,11,may,2,-1,0,unknown,no
14132190,Bournemouth,UK,37,technician,married,unknown,no,189,no,no,cellular,2,1,oct,1,107,2,success,yes
39984080,Southend-on-Sea,UK,33,admin.,single,secondary,no,-15,no,no,telephone,1,12,may,3,350,2,failure,no
55841606,Ipswich,UK,33,entrepreneur,married,secondary,no,135,yes,no,cellular,1,17,apr,1,345,2,failure,no
79294804,Leeds,UK,58,management,divorced,tertiary,no,1257,no,no,cellular,4,5,aug,1,-1,0,unknown,yes
25059520,Birmingham,UK,29,blue-collar,married,secondary,no,-565,yes,no,unknown,2,18,jun,3,-1,0,unknown,no
30334684,Darlington,UK,33,services,single,unknown,no,2297,no,no,cellular,2,27,jul,1,-1,0,unknown,yes
99707209,Manchester,UK,29,management,single,tertiary,no,3846,no,no,cellular,5,3,jun,2,-1,0,unknown,yes
64082674,Birmingham,UK,42,management,married,tertiary,no,372,yes,no,cellular,1,4,aug,3,1,2,success,yes
59784270,Solihull,UK,32,technician,divorced,tertiary,no,53,no,no,cellular,1,22,aug,2,-1,0,unknown,yes
54565309,Solihull,UK,44,technician,married,primary,no,755,no,yes,cellular,2,31,jul,4,-1,0,unknown,yes
62958672,Norwich,UK,34,technician,single,tertiary,no,122,no,no,unknown,1,27,may,5,-1,0,unknown,no
36615059,Manchester,UK,42,management,married,primary,no,860,yes,no,unknown,1,15,may,3,-1,0,unknown,no
47977641,Darlington,UK,30,management,single,tertiary,no,398,no,no,cellular,5,30,apr,1,6,2,success,yes
51423964,Cambridge,UK,60,retired,divorced,tertiary,no,4,yes,no,cellular,3,2,dec,1,190,5,failure,yes
82453963,County Down,UK,26,technician,single,secondary,no,1105,yes,no,cellular,3,6,sep,1,297,3,other,yes
62648565,Leicester,UK,60,retired,married,secondary,no,523,no,no,cellular,2,13,aug,3,-1,0,unknown,yes
34870697,Lincoln,UK,49,services,married,secondary,no,66,yes,yes,cellular,3,21,nov,4,-1,0,unknown,no
66442621,Ipswich,UK,37,technician,single,secondary,no,265,yes,yes,cellular,3,3,feb,1,366,2,failure,yes
66236950,Barnsley,UK,28,blue-collar,single,primary,no,442,no,no,cellular,4,30,jan,2,-1,0,unknown,no
22704894,Poole,UK,24,admin.,single,secondary,no,166,no,no,cellular,5,10,sep,2,-1,0,unknown,yes
85118169,Plymouth,UK,34,admin.,married,secondary,no,1406,yes,no,cellular,5,20,aug,2,85,1,success,yes
48020199,Rochdale,UK,77,retired,married,secondary,no,4112,no,no,telephone,5,26,jan,1,95,2,success,yes
50629959,Crawley,UK,34,technician,single,tertiary,no,9851,yes,no,cellular,2,20,nov,5,-1,0,unknown,no
26899708,High Wycombe,UK,36,admin.,married,secondary,no,165,yes,no,unknown,1,23,may,4,-1,0,unknown,no
99685567,Wolverhampton,UK,78,retired,married,primary,no,8556,no,no,telephone,5,21,apr,2,-1,0,unknown,yes
89965064,Weston-super-Mare,UK,39,technician,single,secondary,no,300,no,no,cellular,3,10,sep,6,394,1,failure,no
40512741,Birkenhead,UK,56,management,married,tertiary,no,12356,yes,no,cellular,3,26,may,1,551,5,other,yes
43350046,Stockport,UK,53,blue-collar,married,secondary,no,2,yes,no,unknown,5,16,may,2,-1,0,unknown,no
57237581,St Albans,UK,44,unemployed,divorced,secondary,no,522,no,no,cellular,3,7,apr,1,-1,0,unknown,no
78424089,Doncaster,UK,38,blue-collar,married,secondary,no,2008,yes,no,cellular,1,18,nov,1,-1,0,unknown,no
22677773,Rochdale,UK,53,admin.,married,secondary,no,109,no,no,telephone,4,2,jun,1,-1,0,unknown,yes
57631096,Hartlepool,UK,35,technician,single,secondary,no,-54,yes,no,unknown,5,30,may,2,-1,0,unknown,no
85834823,Peterborough,UK,45,services,married,unknown,no,318,no,no,cellular,4,16,jul,2,-1,0,unknown,no
47411059,Solihull,UK,46,admin.,married,secondary,no,517,yes,no,cellular,5,5,may,3,-1,0,unknown,no
43260679,London,UK,52,technician,married,secondary,no,0,yes,no,cellular,1,7,sep,1,294,1,failure,yes
54314471,Chester,UK,26,blue-collar,single,secondary,no,535,no,no,cellular,3,14,aug,1,-1,0,unknown,yes
73210344,Cardiff,UK,43,management,divorced,tertiary,no,9,yes,no,cellular,2,26,aug,5,401,1,failure,no
33799179,Bournemouth,UK,32,technician,married,secondary,no,963,no,no,cellular,1,28,aug,13,-1,0,unknown,no
37475235,Manchester,UK,28,services,single,secondary,no,159,yes,no,telephone,3,12,may,2,-1,0,unknown,no
13393309,Sheffield,UK,46,technician,single,secondary,no,834,yes,no,cellular,1,11,jul,2,-1,0,unknown,no
21180279,London,UK,77,retired,married,tertiary,no,699,no,no,cellular,3,13,aug,2,-1,0,unknown,yes
46257978,Manchester,UK,57,retired,married,secondary,no,1044,no,no,telephone,1,12,jul,1,182,3,success,yes
49294104,Chelmsford,UK,35,entrepreneur,married,secondary,no,1309,yes,no,cellular,2,18,nov,3,-1,0,unknown,no
29449763,Doncaster,UK,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,1,19,nov,3,-1,0,unknown,no
54624963,Kingston upon Hull,UK,34,technician,single,secondary,no,174,no,no,telephone,5,11,may,4,-1,0,unknown,no
34290292,Colchester,UK,31,admin.,married,secondary,no,3540,yes,no,cellular,3,21,nov,1,-1,0,unknown,no
84104237,Birmingham,UK,42,admin.,divorced,secondary,no,153,yes,no,unknown,3,16,may,1,-1,0,unknown,yes
11377319,Gillingham,UK,60,blue-collar,married,unknown,no,104,yes,no,unknown,1,5,may,1,-1,0,unknown,no
96191962,Glasgow,UK,43,technician,married,secondary,no,7876,yes,no,cellular,5,11,aug,2,-1,0,unknown,no
20673409,Gillingham,UK,46,blue-collar,married,primary,no,333,yes,no,cellular,3,31,jul,4,-1,0,unknown,no
15756640,Oxford,UK,23,technician,single,secondary,no,598,no,no,cellular,2,11,nov,1,195,1,failure,yes
77983177,Bradford,UK,57,retired,married,primary,no,1623,yes,yes,cellular,4,18,jul,1,-1,0,unknown,no
36145778,Aberdeen,UK,25,blue-collar,single,primary,no,-289,yes,no,telephone,5,13,may,2,-1,0,unknown,no
48077297,Grimsby,UK,42,blue-collar,married,primary,no,1556,no,yes,cellular,4,8,jul,1,-1,0,unknown,no
42440030,Doncaster,UK,43,management,married,tertiary,no,0,no,no,cellular,3,14,jul,3,-1,0,unknown,yes
46009089,Weston-super-Mare,UK,45,management,married,tertiary,no,226,yes,no,cellular,3,13,aug,6,179,10,success,yes
13318893,Cardiff,UK,30,technician,single,tertiary,no,0,no,no,cellular,4,28,aug,6,-1,0,unknown,no
99774526,Blackburn,UK,29,services,single,secondary,no,9,no,yes,cellular,1,8,jul,2,-1,0,unknown,no
42071111,London,UK,35,services,single,secondary,no,719,yes,no,cellular,2,18,may,3,368,3,failure,yes
62488375,Maidstone,UK,36,admin.,single,tertiary,no,994,no,no,cellular,2,6,may,1,90,6,success,yes
72955058,Glasgow,UK,34,technician,single,secondary,no,920,yes,no,cellular,3,29,oct,1,342,5,failure,no
54079704,Southampton,UK,35,technician,single,secondary,no,1227,no,no,cellular,1,30,jul,5,134,10,success,yes
87705763,Doncaster,UK,59,entrepreneur,married,primary,no,222,no,no,cellular,5,18,nov,1,-1,0,unknown,no
32266712,Stevenage,UK,41,admin.,single,secondary,no,224,yes,no,cellular,1,12,may,8,-1,0,unknown,no
77436083,Worthing,UK,31,management,married,tertiary,no,4148,yes,no,cellular,3,21,nov,3,99,9,other,yes
27163445,Portsmouth,UK,35,admin.,single,secondary,no,-32,no,yes,cellular,3,6,aug,2,178,9,success,yes
48559385,Weston-super-Mare,UK,50,admin.,divorced,secondary,no,-194,yes,no,cellular,2,13,apr,2,-1,0,unknown,no
96472868,Birmingham,UK,32,technician,married,tertiary,no,15,no,no,cellular,5,14,may,1,346,1,failure,no
68030616,London,UK,28,blue-collar,single,secondary,no,643,no,no,cellular,3,3,jul,2,-1,0,unknown,yes
99449706,London,UK,36,management,married,tertiary,no,8564,yes,no,unknown,3,23,may,1,-1,0,unknown,no
93790186,Nuneaton,UK,39,admin.,married,tertiary,no,1108,no,no,cellular,1,21,apr,1,-1,0,unknown,yes
64579143,Rochdale,UK,31,services,married,secondary,no,-327,yes,no,unknown,3,28,may,1,-1,0,unknown,no
36872728,Solihull,UK,38,technician,single,secondary,no,565,yes,no,cellular,1,30,apr,1,-1,0,unknown,yes
44893672,Chester,UK,49,management,single,tertiary,no,5689,no,no,cellular,4,31,aug,1,97,3,failure,yes
